Rk;Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Goals;Shots;SoT;SoT%;G/Sh;G/SoT;ShoDist;Assists;Touches
150;André Ayew;GHA;FW;Nott'ham Forest;Premier League;33;1989;2;0;29;0.3;0;0;0;0;0;0;0;0;13.3
151;Jordan Ayew;GHA;FWMF;Crystal Palace;Premier League;31;1991;22;18;1497;16.6;1;0.78;0.36;46.2;0.08;0.17;15.1;0.06;43.3
152;Kaan Ayhan;TUR;DF;Sassuolo;Serie A;28;1994;10;5;545;6.1;0;0.16;0.16;100;0;0;37.5;0;63.1
153;Luke Ayling;ENG;DF;Leeds United;Premier League;31;1991;14;7;704;7.8;0;0.9;0.13;14.3;0;0;18.3;0.13;62.8
154;Ayman Azhil;MAR;MF;Leverkusen;Bundesliga;21;2001;1;0;1;0;0;0;0;0;0;0;0;0;0
155;Sardar Azmoun;IRN;MFFW;Leverkusen;Bundesliga;28;1995;10;2;311;3.5;0;3.43;1.14;33.3;0;0;11.3;0;36.6
156;César Azpilicueta;ESP;DF;Chelsea;Premier League;33;1989;18;10;1023;11.4;0;0.44;0.09;20;0;0;20.5;0;78.6
157;Sanoussy Ba;GER;DF;RB Leipzig;Bundesliga;19;2004;1;0;1;0;0;0;0;0;0;0;0;0;0
158;Iddrisu Baba;GHA;MF;Mallorca;La Liga;27;1996;17;12;995;11.1;0;0.63;0;0;0;0;24.4;0;40.9
159;Sr?an Babi?;SRB;DF;Almería;La Liga;26;1996;18;17;1575;17.5;1;0.29;0.17;60;0.2;0.33;7;0;52.8
160;Loïc Bade;FRA;DF;Sevilla;La Liga;22;2000;6;5;448;5;0;0.2;0;0;0;0;10;0;85.6
161;Loïc Bade;FRA;DF;Rennes;Ligue 1;22;2000;1;1;90;1;0;2;0;0;0;0;8.7;1;67
162;Édgar Badía;ESP;GK;Elche;La Liga;31;1992;20;20;1800;20;0;0;0;0;0;0;0;0;31.6
163;Benoît Badiashile;FRA;DF;Chelsea;Premier League;21;2001;4;4;360;4;0;1;0.25;25;0;0;7.8;0;99.5
164;Benoît Badiashile;FRA;DF;Monaco;Ligue 1;21;2001;11;9;839;9.3;2;0.54;0.32;60;0.4;0.67;16;0;61.1
165;Alex Baena;ESP;MFFW;Villarreal;La Liga;21;2001;18;10;1039;11.5;4;2.96;1.13;38.2;0.12;0.31;23.4;0.09;45.6
166;Jaime Báez;URU;DF;Cremonese;Serie A;27;1995;2;1;96;1.1;0;1.82;0;0;0;0;23.7;0;56.4
167;Leon Bailey;JAM;FWMF;Aston Villa;Premier League;25;1997;20;17;1317;14.6;4;2.4;0.82;34.3;0.11;0.33;17.1;0.14;38.5
168;Eric Bailly;CIV;DF;Marseille;Ligue 1;28;1994;7;3;351;3.9;0;0.51;0;0;0;0;15.3;0;55.6
169;Dénys Bain;FRA;DF;Auxerre;Ligue 1;29;1993;2;1;126;1.4;0;0;0;0;0;0;0;0;50
170;Brandon Baiye;BEL;MF;Clermont Foot;Ligue 1;22;2000;7;0;51;0.6;0;0;0;0;0;0;0;0;70
171;Stefan Bajcetic;ESP;MF;Liverpool;Premier League;18;2004;5;2;194;2.2;1;0.91;0.45;50;0.5;1;13.1;0;60
172;Nedim Bajrami;ALB;MFFW;Empoli;Serie A;23;1999;19;8;941;10.5;1;2;0.67;33.3;0.05;0.14;24.1;0.1;43.5
173;Nedim Bajrami;ALB;MF;Sassuolo;Serie A;23;1999;1;0;24;0.3;0;6.67;3.33;50;0;0;14.1;0;30
174;Cédric Bakambu;COD;MF;Marseille;Ligue 1;31;1991;3;0;59;0.7;0;0;0;0;0;0;0;1.43;47.1
175;Mitchel Bakker;NED;MFDF;Leverkusen;Bundesliga;22;2000;17;11;968;10.8;2;0.93;0.37;40;0.2;0.5;21.3;0.09;63
176;Ridle Baku;GER;DF;Wolfsburg;Bundesliga;24;1998;20;19;1730;19.2;5;1.09;0.47;42.9;0.24;0.56;18.8;0.05;67.3
177;Tommaso Baldanzi;ITA;MF;Empoli;Serie A;19;2003;13;11;769;8.5;4;1.41;0.82;58.3;0.33;0.57;18.9;0;45.8
178;Alejandro Balde;ESP;DF;Barcelona;La Liga;19;2003;18;15;1210;13.4;0;0.45;0.15;33.3;0;0;22.6;0.3;75.5
179;Thierno Balde;FRA;DF;Troyes;Ligue 1;20;2002;18;16;1319;14.7;0;0.27;0;0;0;0;15.5;0;49.7
180;Carlos Baleba;CMR;MF;Lille;Ligue 1;19;2004;9;3;269;3;0;2;0.33;16.7;0;0;24.7;0;82.3
181;Mikel Balenziaga;ESP;DF;Athletic Club;La Liga;34;1988;1;0;45;0.5;0;0;0;0;0;0;0;0;80
182;Leonardo Balerdi;ARG;DF;Marseille;Ligue 1;24;1999;23;20;1765;19.6;0;0.15;0;0;0;0;7.7;0.05;65.8
183;Iván Balliu;ALB;DF;Rayo Vallecano;La Liga;31;1992;20;20;1793;19.9;0;0.25;0.05;20;0;0;17.5;0;63.2
184;Fodé Ballo-Touré;SEN;DF;Milan;Serie A;26;1997;3;2;196;2.2;1;0.45;0.45;100;1;1;8.6;0;66.4
185;Folarin Balogun;ENG;FW;Reims;Ligue 1;21;2001;21;18;1591;17.7;14;3.33;1.58;47.5;0.17;0.36;15.2;0.06;28.6
186;Abdoulaye Bamba;CIV;DF;Angers;Ligue 1;32;1990;9;4;555;6.2;0;0;0;0;0;0;0;0;52.3
187;Jonathan Bamba;FRA;FW;Lille;Ligue 1;26;1996;18;16;1454;16.2;4;2.47;0.93;37.5;0.1;0.27;16.5;0.19;59
188;Patrick Bamford;ENG;FW;Leeds United;Premier League;29;1993;14;6;593;6.6;1;3.03;1.36;45;0.05;0.11;14.2;0.3;31.4
189;Lameck Banda;ZAM;FWMF;Lecce;Serie A;22;2001;22;11;1051;11.7;1;1.79;0.6;33.3;0.05;0.14;19.5;0.09;38.4
190;Filippo Bandinelli;ITA;MF;Empoli;Serie A;27;1995;22;18;1506;16.7;2;1.08;0.3;27.8;0.11;0.4;22.4;0;53.4
191;Léo Baptistão;BRA;FWMF;Almería;La Liga;30;1992;16;13;949;10.5;3;2.95;0.86;29;0.1;0.33;15.1;0.1;43.9
192;Shandon Baptiste;GRN;MF;Brentford;Premier League;24;1998;12;4;431;4.8;0;0.42;0.21;50;0;0;16.9;0;48.1
193;Antonín Barák;CZE;MF;Hellas Verona;Serie A;28;1994;1;0;25;0.3;0;0;0;0;0;0;0;0;53.3
194;Antonín Barák;CZE;MF;Fiorentina;Serie A;28;1994;17;11;999;11.1;1;1.44;0.27;18.8;0.06;0.33;18.9;0;45.4
195;Andrea Barberis;ITA;MF;Monza;Serie A;29;1993;7;3;316;3.5;0;0.57;0;0;0;0;26.7;0.29;52
196;Bradley Barcola;FRA;FWMF;Lyon;Ligue 1;20;2002;12;3;336;3.7;1;2.7;0.81;30;0.1;0.33;13.4;0.27;43
197;Melvin Bard;FRA;DF;Nice;Ligue 1;22;2000;20;16;1498;16.6;0;0.18;0;0;0;0;15.4;0;65.3
198;Keidi Bare;ALB;MF;Espanyol;La Liga;25;1997;11;3;330;3.7;0;1.08;0.54;50;0;0;16.8;0;57.3
199;Nicolò Barella;ITA;MF;Inter;Serie A;26;1997;20;19;1609;17.9;5;0.95;0.45;47.1;0.29;0.63;19.8;0.28;61.5
200;Kike Barja;ESP;FWMF;Osasuna;La Liga;25;1997;10;4;387;4.3;1;0.93;0.7;75;0.25;0.33;17.7;0.23;53.7
201;Ross Barkley;ENG;FWMF;Nice;Ligue 1;29;1993;15;6;615;6.8;3;3.24;1.18;36.4;0.14;0.38;18.1;0.15;52.4
202;Aymen Barkok;MAR;MF;Mainz 05;Bundesliga;24;1998;11;2;307;3.4;0;2.35;0.29;12.5;0;0;21.9;0.29;51.8
203;Harvey Barnes;ENG;MFFW;Leicester City;Premier League;25;1997;20;20;1696;18.8;8;2.5;1.22;48.9;0.17;0.35;16.1;0.05;38.6
204;Leandro Barreiro Martins;LUX;MF;Mainz 05;Bundesliga;23;2000;18;12;1083;12;0;1.33;0.58;43.8;0;0;16.2;0.17;37
205;Ander Barrenetxea;ESP;FWDF;Real Sociedad;La Liga;21;2001;7;2;191;2.1;1;0.95;0.95;100;0.5;0.5;11.1;0;50
206;Mickaël Barreto;FRA;MF;Ajaccio;Ligue 1;32;1991;7;3;343;3.8;0;1.05;0;0;0;0;22.5;0.26;55
207;Pablo Barrios;ESP;MF;Atlético Madrid;La Liga;19;2003;5;3;269;3;0;1.67;0.67;40;0;0;22.9;0;74.3
208;Musa Barrow;GAM;FWMF;Bologna;Serie A;24;1998;15;10;763;8.5;2;3.29;0.71;21.4;0.07;0.33;23.7;0.12;46.7
209;Federico Baschirotto;ITA;DF;Lecce;Serie A;26;1996;22;22;1980;22;3;0.55;0.14;25;0.25;1;9.7;0;50
210;Toma Baši?;CRO;MF;Lazio;Serie A;26;1996;14;4;373;4.1;0;1.46;0.73;50;0;0;22.1;0;63.9
211;Gil Bastião Dias;POR;FW;Stuttgart;Bundesliga;26;1996;2;1;113;1.3;0;3.08;0.77;25;0;0;19.5;0;55.4
212;Alessandro Bastoni;ITA;DF;Inter;Serie A;23;1999;17;15;1267;14.1;0;0.71;0.21;30;0;0;13.5;0.14;77.7
213;Simone Bastoni;ITA;MFDF;Spezia;Serie A;26;1996;13;12;946;10.5;2;1.9;0.57;30;0.1;0.33;20;0.19;56.3
214;Rodrigo Battaglia;ARG;MF;Mallorca;La Liga;31;1991;13;8;660;7.3;0;0.27;0;0;0;0;18;0;39.9
215;Maximilian Bauer;GER;DF;Augsburg;Bundesliga;23;2000;15;12;1040;11.6;0;0.69;0;0;0;0;8.5;0;47.2
216;Oliver Baumann;GER;GK;Hoffenheim;Bundesliga;32;1990;20;20;1800;20;0;0;0;0;0;0;0;0;45.8
217;Timo Baumgartl;GER;DF;Union Berlin;Bundesliga;26;1996;4;4;314;3.5;0;1.14;0.57;50;0;0;11.5;0;63.4
218;Julian Baumgartlinger;AUT;MF;Augsburg;Bundesliga;35;1988;7;2;278;3.1;0;0.97;0;0;0;0;18.2;0;53.2
219;Christoph Baumgartner;AUT;MFFW;Hoffenheim;Bundesliga;23;1999;20;20;1600;17.8;5;2.53;0.73;28.9;0.11;0.38;15.8;0.17;48.8
220;Cyrille Bayala;BFA;MF;Ajaccio;Ligue 1;26;1996;22;16;1266;14.1;1;1.06;0.35;33.3;0.07;0.2;16.5;0.07;43.3
221;Brian Bayeye;FRA;DF;Torino;Serie A;22;2000;1;1;54;0.6;0;0;0;0;0;0;0;0;98.3
222;Noah Joel Sarenren Bazee;NGA;FW;Augsburg;Bundesliga;26;1996;1;0;9;0.1;0;0;0;0;0;0;0;0;40
223;Gavin Bazunu;IRL;GK;Southampton;Premier League;20;2002;22;22;1980;22;0;0;0;0;0;0;0;0;39.1
224;Bebé;CPV;FW;Rayo Vallecano;La Liga;32;1990;4;0;60;0.7;0;5.71;0;0;0;0;32.7;0;74.3
225;Ihlas Bebou;TOG;FWDF;Hoffenheim;Bundesliga;28;1994;5;4;310;3.4;2;2.35;1.47;62.5;0.25;0.4;10.2;0;36.2
226;Rodrigo Becão;BRA;DF;Udinese;Serie A;27;1996;15;15;1322;14.7;1;0.61;0.2;33.3;0.11;0.33;10.1;0.07;61.2
227;Mads Bech Sørensen;DEN;DFMF;Brentford;Premier League;24;1999;4;0;21;0.2;0;0;0;0;0;0;0;0;70
228;Julius Beck;DEN;MF;Spezia;Serie A;17;2005;1;0;10;0.1;0;0;0;0;0;0;0;0;80
229;Sheraldo Becker;SUR;FW;Union Berlin;Bundesliga;28;1995;20;20;1454;16.2;7;2.1;0.93;44.1;0.21;0.47;20;0.25;29.1
230;Jan Bednarek;POL;DF;Southampton;Premier League;26;1996;4;4;339;3.8;0;1.32;0;0;0;0;12.2;0;56.1
231;Jan Bednarek;POL;DF;Aston Villa;Premier League;26;1996;3;1;100;1.1;0;0;0;0;0;0;0;0;71.8
232;Donny van de Beek;NED;MF;Manchester Utd;Premier League;25;1997;7;2;167;1.9;0;1.05;0;0;0;0;10.1;0;37.9
233;Asmir Begovi?;BIH;GK;Everton;Premier League;35;1987;1;1;90;1;0;0;0;0;0;0;0;0;33
234;Yanis Begraoui;FRA;FWMF;Toulouse;Ligue 1;21;2001;3;1;65;0.7;0;0;0;0;0;0;0;0;41.4
235;Kevin Behrens;GER;FW;Union Berlin;Bundesliga;32;1991;20;7;758;8.4;4;1.43;0.83;58.3;0.33;0.57;11.9;0.12;41.4
236;Alexis Beka Beka;FRA;MF;Nice;Ligue 1;21;2001;8;3;276;3.1;0;0.97;0.32;33.3;0;0;25.7;0;68.4
237;Jérémie Bela;ANG;DFMF;Clermont Foot;Ligue 1;29;1993;14;7;643;7.1;1;1.27;0.42;33.3;0.11;0.33;22.1;0.14;43.4
238;Youcef Belaïli;ALG;MFFW;Ajaccio;Ligue 1;30;1992;12;10;780;8.7;5;2.18;0.69;31.6;0.05;0.17;21.9;0.34;49.4
239;Youcef Belaïli;ALG;FWMF;Brest;Ligue 1;30;1992;6;4;356;4;0;2.25;0.25;11.1;0;0;16;0.5;53
240;Haris Belkebla;ALG;MF;Brest;Ligue 1;29;1994;22;16;1492;16.6;1;0.42;0.12;28.6;0.14;0.5;24.7;0;53.7
241;Stefan Bell;GER;DF;Mainz 05;Bundesliga;31;1991;16;12;1140;12.7;0;0.24;0;0;0;0;8.3;0;60.4
242;Armel Bella Kotchap;GER;DF;Southampton;Premier League;21;2001;13;13;1026;11.4;0;0.88;0.09;10;0;0;16.9;0.09;54
243;Raoul Bellanova;ITA;DFMF;Inter;Serie A;22;2000;10;0;159;1.8;0;1.11;0;0;0;0;8.4;0;79.4
244;Karim Bellarabi;GER;FW;Leverkusen;Bundesliga;32;1990;6;1;82;0.9;0;0;0;0;0;0;0;0;66.7
245;Jean-Ricner Bellegarde;FRA;MF;Strasbourg;Ligue 1;24;1998;19;19;1589;17.7;1;1.19;0.34;28.6;0.05;0.17;22.8;0.28;62.8
246;Héctor Bellerín;ESP;DF;Barcelona;La Liga;27;1995;3;1;143;1.6;0;0;0;0;0;0;0;0;66.9
247;Jude Bellingham;ENG;MF;Dortmund;Bundesliga;19;2003;19;19;1690;18.8;4;2.07;0.74;35.9;0.1;0.29;16.8;0.21;71.2
248;Jeanöel Belocian;FRA;DF;Rennes;Ligue 1;17;2005;1;0;8;0.1;0;0;0;0;0;0;0;0;60
249;Andrea Belotti;ITA;FW;Roma;Serie A;29;1993;18;2;406;4.5;0;1.78;0.89;50;0;0;14.4;0;34.4
250;Fran Beltrán;ESP;MF;Celta Vigo;La Liga;24;1999;20;18;1614;17.9;0;0.89;0.06;6.3;0;0;26.7;0.06;68.5
251;Eliesse Ben Seghir;FRA;FW;Monaco;Ligue 1;17;2005;7;6;466;5.2;3;2.88;0.96;33.3;0.2;0.6;18.5;0.19;47.3
252;Salim Ben Seghir;FRA;MF;Marseille;Ligue 1;19;2003;1;0;4;0;0;0;0;0;0;0;0;0;4
253;Wissam Ben Yedder;FRA;FW;Monaco;Ligue 1;32;1990;19;16;1135;12.6;14;2.46;1.59;64.5;0.32;0.5;15.7;0.24;35.8
254;Marco Benassi;ITA;DF;Fiorentina;Serie A;28;1994;2;1;93;1;0;0;0;0;0;0;0;0;112
255;Marco Benassi;ITA;MF;Cremonese;Serie A;28;1994;3;2;185;2.1;0;1.9;0.95;50;0;0;19.8;0;40.5
256;Ismaël Bennacer;ALG;MF;Milan;Serie A;25;1997;19;16;1413;15.7;1;0.45;0.13;28.6;0.14;0.5;27.6;0.06;74.6
257;Saïd Benrahma;ALG;FWMF;West Ham;Premier League;27;1995;20;12;1193;13.3;3;2.86;0.83;28.9;0.03;0.09;22.4;0.08;47.4
258;Ramy Bensebaini;ALG;DF;M'Gladbach;Bundesliga;27;1995;18;18;1608;17.9;5;1.4;0.45;32;0.16;0.5;16.9;0;66.1
259;Nabil Bentaleb;ALG;MF;Angers;Ligue 1;28;1994;18;17;1518;16.9;2;1.18;0.36;30;0.1;0.33;26.5;0.18;79.1
260;Rodrigo Bentancur;URU;MF;Tottenham;Premier League;25;1997;18;17;1500;16.7;5;0.9;0.54;60;0.33;0.56;15.8;0.12;64
261;Karim Benzema;FRA;FW;Real Madrid;La Liga;35;1987;12;12;1046;11.6;9;4.05;1.38;34;0.13;0.38;16.2;0.26;57.3
262;Domenico Berardi;ITA;FW;Sassuolo;Serie A;28;1994;13;10;914;10.2;4;4.31;0.78;18.2;0.05;0.25;22.8;0.29;56.1
263;Yuri Berchiche;ESP;DF;Athletic Club;La Liga;33;1990;12;11;946;10.5;0;1.24;0.29;23.1;0;0;22.9;0.1;68.7
264;Álex Berenguer;ESP;FW;Athletic Club;La Liga;27;1995;20;16;1366;15.2;3;1.97;0.66;33.3;0.1;0.3;16.8;0.07;48.8
265;Bartosz Bereszy?ski;POL;DF;Sampdoria;Serie A;30;1992;15;15;1198;13.3;0;0.23;0;0;0;0;21.4;0;57.1
266;Patrick Berg;NOR;MFFW;Lens;Ligue 1;25;1997;3;0;25;0.3;0;0;0;0;0;0;0;0;76.7
267;Mitchell van Bergen;NED;FWDF;Reims;Ligue 1;23;1999;18;5;629;7;0;2.43;1.29;52.9;0;0;18.7;0.14;38.4
268;Mergim Berisha;GER;FW;Augsburg;Bundesliga;24;1998;14;14;1143;12.7;6;2.91;0.79;27;0.11;0.4;18.9;0.31;33.1
269;Quentin Bernard;FRA;DF;Auxerre;Ligue 1;33;1989;7;7;630;7;0;0;0;0;0;0;0;0.14;67.6
270;Paul Bernardoni;FRA;GK;Angers;Ligue 1;25;1997;14;14;1260;14;0;0;0;0;0;0;0;0;28.1
271;Juan Bernat;ESP;DF;Paris S-G;Ligue 1;29;1993;17;11;994;11;1;0.45;0.36;80;0.2;0.25;11.7;0.18;64.5
272;Victor Bernth Kristiansen;DEN;DF;Leicester City;Premier League;20;2002;2;2;170;1.9;0;0.53;0;0;0;0;10.7;0;63.7
273;Jason Berthomier;FRA;MF;Clermont Foot;Ligue 1;33;1990;2;0;23;0.3;0;0;0;0;0;0;0;0;66.7
274;Beto;GNB;FW;Udinese;Serie A;25;1998;21;13;1203;13.4;7;2.31;0.9;38.7;0.23;0.58;12;0.07;28.5
275;Owen Bevan;WAL;DF;Bournemouth;Premier League;19;2003;1;0;9;0.1;0;0;0;0;0;0;0;0;30
276;Matteo Bianchetti;ITA;DF;Cremonese;Serie A;29;1993;15;13;1243;13.8;1;0.43;0.29;66.7;0.17;0.25;10.6;0;49.5
277;Alessandro Bianco;ITA;MF;Fiorentina;Serie A;20;2002;3;2;112;1.2;0;1.67;0.83;50;0;0;25.2;0;53.3
278;Giulian Biancone;FRA;DF;Nott'ham Forest;Premier League;22;2000;2;0;17;0.2;0;0;0;0;0;0;0;0;125
279;Ermin Bi?ak?i?;BIH;DF;Hoffenheim;Bundesliga;33;1990;2;0;59;0.7;0;0;0;0;0;0;0;0;65.7
280;Pedro Bigas;ESP;DF;Elche;La Liga;32;1990;17;16;1278;14.2;0;0.85;0.35;41.7;0;0;19.2;0;57
281;Jaka Bijol;SVN;DF;Udinese;Serie A;24;1999;17;17;1383;15.4;2;0.65;0.19;30;0.2;0.67;9.1;0;53.6
282;El Bilal Touré;MLI;FW;Almería;La Liga;21;2001;15;11;935;10.4;4;2.31;1.06;45.8;0.17;0.36;11;0.19;30.6
283;El Bilal Touré;MLI;FW;Reims;Ligue 1;21;2001;3;1;91;1;0;1;1;100;0;0;26.1;0;29
284;Philip Billing;DEN;MFFW;Bournemouth;Premier League;26;1996;21;19;1555;17.3;4;1.16;0.58;50;0.2;0.4;19.6;0.06;43.1
285;Jean-Claude Billong;CMR;MF;Clermont Foot;Ligue 1;29;1993;1;0;23;0.3;0;0;0;0;0;0;0;0;116.7
286;Cristiano Biraghi;ITA;DF;Fiorentina;Serie A;30;1992;20;19;1622;18;0;0.78;0.06;7.1;0;0;25.9;0.11;79.4
287;Samuele Birindelli;ITA;DF;Monza;Serie A;23;1999;18;10;880;9.8;0;1.22;0.31;25;0;0;17.1;0.1;62.7
288;Veljko Birman?evi?;SRB;FWMF;Toulouse;Ligue 1;24;1998;14;1;268;3;0;2;0.33;16.7;0;0;22.6;0;46
289;Tom Bischof;GER;MFFW;Hoffenheim;Bundesliga;17;2005;6;3;235;2.6;0;1.92;0.38;20;0;0;21.9;0;46.5
290;Yves Bissouma;MLI;MF;Tottenham;Premier League;26;1996;20;8;814;9;0;0.56;0;0;0;0;26.2;0;71
291;Kristijan Bistrovi?;CRO;MF;Lecce;Serie A;24;1998;11;5;461;5.1;0;1.57;0.2;12.5;0;0;24.4;0;33.1
292;Leonardo Bittencourt;GER;MFDF;Werder Bremen;Bundesliga;29;1993;14;12;860;9.6;2;1.35;0.63;46.2;0.15;0.33;22;0;53.1
293;Marco Bizot;NED;GK;Brest;Ligue 1;31;1991;21;21;1890;21;0;0;0;0;0;0;0;0;31
294;Blanco;ESP;MF;Cádiz;La Liga;22;2000;3;2;158;1.8;0;0;0;0;0;0;0;0;45.6
295;Lautaro Blanco;ARG;MFDF;Elche;La Liga;23;1999;5;2;230;2.6;0;0;0;0;0;0;0;0.38;49.2
296;Rubén Blanco;ESP;GK;Marseille;Ligue 1;27;1995;4;4;360;4;0;0;0;0;0;0;0;0;40
297;Ludovic Blas;FRA;MFFW;Nantes;Ligue 1;25;1997;22;18;1667;18.5;4;3.3;1.03;31.1;0.03;0.11;22.9;0.05;51.6
298;Janis Blaswich;GER;GK;RB Leipzig;Bundesliga;31;1991;13;13;1170;13;0;0;0;0;0;0;0;0;40.8
299;Miha Bla?i?;SVN;DF;Angers;Ligue 1;29;1993;17;17;1485;16.5;2;0.3;0.12;40;0.4;1;9.3;0;61.7
300;Joaquín Blázquez;ARG;GK;Brest;Ligue 1;22;2001;1;1;90;1;0;0;0;0;0;0;0;0;32
301;Alexis Blin;FRA;MFDF;Lecce;Serie A;26;1996;20;13;1253;13.9;0;0.36;0.07;20;0;0;15.6;0;54.2
302;Daley Blind;NED;MFDF;Bayern Munich;Bundesliga;32;1990;2;0;37;0.4;0;2.5;2.5;100;0;0;24.8;0;67.5
303;Myron Boadu;NED;FW;Monaco;Ligue 1;22;2001;4;0;58;0.6;1;1.67;1.67;100;1;1;3.8;0;21.7
304;Jérôme Boateng;GER;DF;Lyon;Ligue 1;34;1988;6;4;315;3.5;0;0;0;0;0;0;0;0;55.1
305;Kevin-Prince Boateng;GHA;MF;Hertha BSC;Bundesliga;35;1987;9;1;133;1.5;0;0;0;0;0;0;0;0;71.3
306;Antonin Bobichon;FRA;MF;Angers;Ligue 1;27;1995;3;0;18;0.2;0;5;5;100;0;0;31.2;0;115
307;Jean-Paul Boëtius;NED;MF;Hertha BSC;Bundesliga;28;1994;14;8;750;8.3;0;0.6;0.36;60;0;0;20.6;0;48.1
308;Jeremie Boga;CIV;MFFW;Atalanta;Serie A;26;1997;12;3;393;4.4;1;1.82;0.45;25;0.13;0.5;19;1.14;66.1
309;Emil Bohinen;NOR;MF;Salernitana;Serie A;23;1999;10;4;338;3.8;0;0.53;0;0;0;0;28.1;0;60.3
310;Quentin Boisgard;FRA;MF;Lorient;Ligue 1;25;1997;5;1;184;2;1;3;1.5;50;0.17;0.33;18.5;0;68
311;Willy Boly;CIV;DF;Nott'ham Forest;Premier League;32;1991;8;8;592;6.6;0;0.15;0;0;0;0;22.1;0.15;49.1
312;Giacomo Bonaventura;ITA;MF;Fiorentina;Serie A;33;1989;18;16;1335;14.8;3;2.36;0.61;25.7;0.09;0.33;20.5;0;54.5
313;Federico Bonazzoli;ITA;FW;Salernitana;Serie A;25;1997;19;10;904;10;2;2.8;0.6;21.4;0.07;0.33;18.2;0.1;39
314;Warren Bondo;FRA;MF;Monza;Serie A;19;2003;4;0;60;0.7;0;1.43;0;0;0;0;21.2;0;85.7
315;Theo Bongonda;COD;MF;Cádiz;La Liga;27;1995;14;10;808;9;2;2.11;0.44;21.1;0.11;0.5;23;0.22;34.3
316;Kevin Bonifazi;ITA;DF;Bologna;Serie A;26;1996;7;4;416;4.6;0;0.43;0;0;0;0;11.3;0;67.2
317;Leonardo Bonucci;ITA;DF;Juventus;Serie A;35;1987;9;6;600;6.7;1;0.3;0.15;50;0.5;1;15.1;0;60.1
318;Neto Borges;BRA;DF;Clermont Foot;Ligue 1;26;1996;20;20;1711;19;2;0.84;0.16;18.8;0.13;0.67;15.4;0;59.5
319;Yvandro Borges Sanches;LUX;FWMF;M'Gladbach;Bundesliga;18;2004;3;0;28;0.3;0;3.33;0;0;0;0;34.7;0;50
320;Sebastiaan Bornauw;BEL;DF;Wolfsburg;Bundesliga;23;1999;15;14;1137;12.6;0;0.16;0.08;50;0;0;10.5;0;63.3
321;Rafael Borré;COL;FWMF;Eint Frankfurt;Bundesliga;27;1995;18;4;492;5.5;2;2;0.55;27.3;0.09;0.33;15;0.36;48.5
322;Erik Botheim;NOR;FW;Salernitana;Serie A;23;2000;15;3;335;3.7;1;1.08;0.27;25;0.25;1;15.1;0.27;31.1
323;Sven Botman;NED;DF;Newcastle Utd;Premier League;23;2000;20;19;1687;18.7;0;0.59;0.21;36.4;0;0;12.4;0;60.9
324;Kenji-Van Boto;MAD;DF;Auxerre;Ligue 1;26;1996;1;1;90;1;0;1;0;0;0;0;27;0;36
325;Kouamé Botué;BFA;FWMF;Ajaccio;Ligue 1;20;2002;7;2;225;2.5;0;2.8;0;0;0;0;14.2;0;32.8
326;Badredine Bouanani;ALG;FWMF;Nice;Ligue 1;18;2004;4;2;177;2;0;1.5;0.5;33.3;0;0;20.9;1.5;49.5
327;Hicham Boudaoui;ALG;MF;Nice;Ligue 1;23;1999;13;9;771;8.6;0;0.47;0.23;50;0;0;22.5;0.12;65.1
328;Franci Bouebari;FRA;DF;Strasbourg;Ligue 1;19;2003;2;0;76;0.8;0;0;0;0;0;0;0;0;45
329;Sofiane Boufal;MAR;FWMF;Angers;Ligue 1;29;1993;13;9;834;9.3;4;2.26;0.97;42.9;0.1;0.22;20.8;0.32;66
330;Wassim Boullif;ESP;DFMF;Espanyol;La Liga;18;2005;4;0;74;0.8;0;0;0;0;0;0;0;0;18.8
331;Yassine Bounou;MAR;GK;Sevilla;La Liga;31;1991;19;19;1665;18.5;0;0;0;0;0;0;0;0;40.4
332;Ismaëlben Boura;FRA;DFFW;Lens;Ligue 1;22;2000;9;0;93;1;0;2;1;50;0;0;28.6;0;88
333;Mehdi Bourabia;MAR;MF;Spezia;Serie A;31;1991;22;21;1666;18.5;0;0.76;0.11;14.3;0;0;27.8;0.11;56.1
334;Benjamin Bourigeaud;FRA;MFFW;Rennes;Ligue 1;29;1994;21;21;1699;18.9;3;1.69;0.37;21.9;0.06;0.29;19.4;0.26;67.4
335;Edoardo Bove;ITA;MF;Roma;Serie A;20;2002;10;1;179;2;0;2.5;0.5;20;0;0;14.8;0;47
336;Jarrod Bowen;ENG;FWMF;West Ham;Premier League;26;1996;22;22;1970;21.9;4;2.01;0.46;22.7;0.07;0.3;16;0.05;36.8
337;Lucas Boyé;ARG;FW;Elche;La Liga;26;1996;18;15;1217;13.5;1;2;0.59;29.6;0.04;0.13;16.3;0.15;41.6
338;Jayden Braaf;NED;MF;Hellas Verona;Serie A;20;2002;1;1;72;0.8;0;1.25;0;0;0;0;11.4;0;35
339;Domagoj Bradari?;CRO;DF;Salernitana;Serie A;23;1999;16;10;995;11.1;0;0.36;0;0;0;0;24.8;0.09;53.2
340;Bilal Brahimi;ALG;FWMF;Nice;Ligue 1;22;2000;15;3;446;5;3;1.8;0.8;44.4;0.33;0.75;24.1;0.4;52.2
341;Martin Braithwaite;DEN;FWMF;Espanyol;La Liga;31;1991;15;15;1187;13.2;5;2.12;1.06;50;0.18;0.36;16.4;0.08;26.1
